rowID,Season,Episode,Scene,Line in Episode,Speaker,Line,Characters
419,1,3,2,28,ned,And you served another King,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
420,1,3,2,29,grand maester pycelle,"How forgetful of me This belongs to you, now Should we begin?","['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
421,1,3,2,30,ned,Without the King?,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
422,1,3,2,31,renly,"Winter may be coming, but Im afraid the same cannot be said for my brother","['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
423,1,3,2,32,varys,His Grace has many cares He entrusts some small matters to us that we might lighten the load,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
424,1,3,2,33,littlefinger,We are the lords of small matters here,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
425,1,3,2,34,renly,My brother instructs us to stage a tournament in honor of Lord Starks appointment as Hand of the King,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
426,1,3,2,35,littlefinger,"Mmm, how much?","['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
427,1,3,2,36,ned,"40,000 gold dragons to the champion, 20,000 to the runner-up, 20,000 to the winning archer","['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
428,1,3,2,37,grand maester pycelle,Can the treasury bear such expense?,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
429,1,3,2,38,littlefinger,"Ill have to borrow it The Lannisters will accommodate, I expect We already owe Lord Tywin 3 million gold Whats another 80,000?","['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
430,1,3,2,39,ned,Are you telling me the Crown is three million in debt?,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
431,1,3,2,40,littlefinger,Im telling you the Crown is six million in debt,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
432,1,3,2,41,ned,How could you let this happen?,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
433,1,3,2,42,littlefinger,The Master of Coin finds the money ing and the Hand spend it,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
434,1,3,2,43,ned,I will not believe Jon Arryn allowed Robert to bankrupt the realm,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
435,1,3,2,44,grand maester pycelle,"Lord Arryn gave wise and prudent advice, but I fear His Grace doesnt always listen","['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
436,1,3,2,45,renly,"Counting coppers, he calls it","['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
437,1,3,2,46,ned,Ill speak to him tomorrow This tournament is an extravagance we cannot afford,"['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
438,1,3,2,47,littlefinger,"As you will But still, wed best make our plans","['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
439,1,3,2,48,ned,"There will be no plans until I speak to Robert Forgive me, my Lords I had a long ride","['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
440,1,3,2,49,varys,"You are the Kings Hand, Lord Stark, we serve at your pleasure -","['Eddard Stark', 'Lord Varys', 'Grand Maester Pycelle', 'Renly Baratheon', 'Petyr Baelish']"
441,1,3,3,50,cersei,"Please, its nearly healed","['Joffrey Baratheon', 'Cersei Lannister']"
442,1,3,3,51,joffrey,Its ugly,"['Joffrey Baratheon', 'Cersei Lannister']"
443,1,3,3,52,cersei,"A King should have scars, you fought off a direwolf Youre a warrior like your father","['Joffrey Baratheon', 'Cersei Lannister']"
444,1,3,3,53,joffrey,"Im not like him I didnt fight off anything It bit me and all I did was scream And the two Stark girls saw it, both of them","['Joffrey Baratheon', 'Cersei Lannister']"
445,1,3,3,54,cersei,"Thats not true You killed the beast You only spared the girl because of the love your father bears her father When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor Someday youll sit on the throne and the truth will be what you make it","['Joffrey Baratheon', 'Cersei Lannister']"
446,1,3,3,55,joffrey,Do I have to marry her?,"['Joffrey Baratheon', 'Cersei Lannister']"
447,1,3,3,56,cersei,"Yes Shes very beautiful and young If you dont like her, you only need to see her on formal occasions and when the time comes, to make little princes and princesses And if youd rather fuck painted whores, youll fuck painted whores And if youd rather lie with noble virgins, so be it You are my darling boy and the world will be exactly as you want it to be Do something nice for the Stark girl","['Joffrey Baratheon', 'Cersei Lannister']"
448,1,3,3,57,joffrey,I dont want to,"['Joffrey Baratheon', 'Cersei Lannister']"
449,1,3,3,58,cersei,"No, but you will The occasional kindness will spare you all sorts of trouble down the road","['Joffrey Baratheon', 'Cersei Lannister']"
450,1,3,3,59,joffrey,We allow the northerners too much power They consider themselves our equals,"['Joffrey Baratheon', 'Cersei Lannister']"
451,1,3,3,60,cersei,How would you handle them?,"['Joffrey Baratheon', 'Cersei Lannister']"
452,1,3,3,61,joffrey,"Id double their taxes and command them to supply 10,000 men to the royal army","['Joffrey Baratheon', 'Cersei Lannister']"
453,1,3,3,62,cersei,A royal army?,"['Joffrey Baratheon', 'Cersei Lannister']"
454,1,3,3,63,joffrey,"Why should every lord command his own men? Its primitive, no better than the hill tribes We should have a standing army of men loyal to the Crown, trained by experienced soldiers Instead of a mob of peasants whove never held pikes in their lives","['Joffrey Baratheon', 'Cersei Lannister']"
455,1,3,3,64,cersei,And if the northerners rebel?,"['Joffrey Baratheon', 'Cersei Lannister']"
456,1,3,3,65,joffrey,"Id crush them Seize Winterfell and install someone loyal to the realm as Warden of the North Uncle Kevan, maybe","['Joffrey Baratheon', 'Cersei Lannister']"
457,1,3,3,66,cersei,"And these 10,000 northern troops, would they fight for you or their lord?","['Joffrey Baratheon', 'Cersei Lannister']"
458,1,3,3,67,joffrey,For me Im their King,"['Joffrey Baratheon', 'Cersei Lannister']"
459,1,3,3,68,cersei,"But youve just invaded their homeland, asked them to kill their brothers","['Joffrey Baratheon', 'Cersei Lannister']"
460,1,3,3,69,joffrey,Im not asking,"['Joffrey Baratheon', 'Cersei Lannister']"
461,1,3,3,70,cersei,"The North cannot be held not by an outsider Its too big and too wild When the winter comes, the Seven gods together couldnt save you and your royal army A good King knows when to save his strength And when to destroy his enemies","['Joffrey Baratheon', 'Cersei Lannister']"
462,1,3,3,71,joffrey,So you agree The Starks are enemies?,"['Joffrey Baratheon', 'Cersei Lannister']"
463,1,3,3,72,cersei,Everyone who isnt us is an enemy -,"['Joffrey Baratheon', 'Cersei Lannister']"
464,1,3,4,73,septa mordane,"Enough of that, young lady Eat your food","['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
465,1,3,4,74,arya,Im practicing,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
466,1,3,4,75,sansa,Practicing for what?,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
467,1,3,4,76,arya,The Prince,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
468,1,3,4,77,septa mordane,"Arya, stop","['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
469,1,3,4,78,arya,Hes a liar and a coward and he killed my friend,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
470,1,3,4,79,sansa,The Hound killed your friend,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
471,1,3,4,80,arya,The Hound does whatever the Prince tells him to do,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
472,1,3,4,81,sansa,Youre an idiot,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
473,1,3,4,82,arya,"Youre a liar And if you told the truth, Mycah would be alive","['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
474,1,3,4,83,septa mordane,Enough,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
475,1,3,4,84,ned,Whats happening here?,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
476,1,3,4,85,septa mordane,Arya would rather act like a beast than a lady,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
477,1,3,4,86,ned,"Go to your room Well speak later Thats for you, love","['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
478,1,3,4,87,ned,The same dollmaker makes all of Princess Myrcellas toys Dont you like it?,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
479,1,3,4,88,sansa,I havent played with dolls since I was eight May I be excused?,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
480,1,3,4,89,septa mordane,Youve barely eaten a thing,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
481,1,3,4,90,ned,Its all right Go on,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
482,1,3,4,91,ned,War was easier than daughters,"['Arya Stark', 'Sansa Stark', 'Septa Mordane', 'Eddard Stark']"
483,1,3,5,92,arya,Go away,"['Arya Stark', 'Eddard Stark']"
484,1,3,5,93,ned,"Arya, open the door May I come in? Whose sword is that?","['Arya Stark', 'Eddard Stark']"
485,1,3,5,94,arya,Mine,"['Arya Stark', 'Eddard Stark']"
486,1,3,5,95,ned,Give it to me I know this makers mark This is Mikkens work Where did you get this? This is no toy Little ladies shouldnt play with swords,"['Arya Stark', 'Eddard Stark']"
487,1,3,5,96,arya,I wasnt playing And I dont want to be a lady,"['Arya Stark', 'Eddard Stark']"
488,1,3,5,97,ned,Come here Now what do you want with this?,"['Arya Stark', 'Eddard Stark']"
489,1,3,5,98,arya,Its called Needle,"['Arya Stark', 'Eddard Stark']"
490,1,3,5,99,ned,A blade with a name And who were you hoping to skewer with Needle? Your sister? Do you know the first thing about sword fighting?,"['Arya Stark', 'Eddard Stark']"
491,1,3,5,100,arya,Stick em with the pointy end,"['Arya Stark', 'Eddard Stark']"
492,1,3,5,101,ned,Thats the essence of it,"['Arya Stark', 'Eddard Stark']"
493,1,3,5,102,arya,I was trying to learn I asked Mycah to practice with me I asked him It was my fault,"['Arya Stark', 'Eddard Stark']"
494,1,3,5,103,ned,"No, sweet girl You didnt kill the butchers boy","['Arya Stark', 'Eddard Stark']"
495,1,3,5,104,arya,"I hate them! I hate all of them The Hound, the Queen and the King and Joffrey and Sansa","['Arya Stark', 'Eddard Stark']"
496,1,3,5,105,ned,Sansa was dragged before the King and Queen And asked to call the Prince a liar,"['Arya Stark', 'Eddard Stark']"
497,1,3,5,106,arya,So was I! He is a liar,"['Arya Stark', 'Eddard Stark']"
498,1,3,5,107,ned,"Darling, listen to me Sansa will be married to Joffrey someday She cannot betray him She must take his side even when hes wrong","['Arya Stark', 'Eddard Stark']"
499,1,3,5,108,arya,But how you can let her marry someone like that?,"['Arya Stark', 'Eddard Stark']"
500,1,3,5,109,ned,Well Look at me Youre a Stark of Winterfell You know our words,"['Arya Stark', 'Eddard Stark']"
501,1,3,5,110,arya,Winter is coming,"['Arya Stark', 'Eddard Stark']"
502,1,3,5,111,ned,"You were born in the long summer Youve never known anything else But now winter is truly coming And in the winter, we must protect ourselves, look after one another Sansa is your sister","['Arya Stark', 'Eddard Stark']"
503,1,3,5,112,arya,I dont hate her Not really,"['Arya Stark', 'Eddard Stark']"
504,1,3,5,113,ned,"I dont want to frighten you, but I wont lie to you either Weve come to a dangerous place We cannot fight a war amongst ourselves All right? Go on Its yours","['Arya Stark', 'Eddard Stark']"
505,1,3,5,114,arya,I can keep it?,"['Arya Stark', 'Eddard Stark']"
506,1,3,5,115,ned,"Try not to stab your sister with it If youre going to own a sword, youd better know how to use it -","['Arya Stark', 'Eddard Stark']"
507,1,3,6,116,old nan,Dont listen to it Crows are all liars I know a story about a crow,"['Bran Stark', 'Old Nan', 'Robb Stark']"
508,1,3,6,117,bran,I hate your stories,"['Bran Stark', 'Old Nan', 'Robb Stark']"
509,1,3,6,118,old nan,I know a story about a boy who hated stories I could tell you about Ser Duncan the Tall Those were always your favorites,"['Bran Stark', 'Old Nan', 'Robb Stark']"
510,1,3,6,119,bran,Those werent my favorites My favorites were the scary ones,"['Bran Stark', 'Old Nan', 'Robb Stark']"
511,1,3,6,120,old nan,"Oh, my sweet summer child What do you know about fear? Fear is for the winter, when the snows fall a hundred feet deep Fear is for the long night, when the sun hides for years and children are born and live and die all in darkness That is the time for fear, my little Lord, when the White Walkers move through the woods Thousands of years ago there came a night that lasted a generation Kings froze to death in their castles, same as the shepherds in their huts And women smothered their babies rather than see them starve, and wept and felt the tears freeze on their cheeks So is this the sort of story that you like? In that darkness, the White Walkers came for the first time They swept through cities and kingdoms, riding their dead horses, hunting with their packs of pale spiders big as hounds","['Bran Stark', 'Old Nan', 'Robb Stark']"
512,1,3,6,121,robb,What are you telling him now?,"['Bran Stark', 'Old Nan', 'Robb Stark']"
513,1,3,6,122,old nan,Only what the little Lord wants to hear,"['Bran Stark', 'Old Nan', 'Robb Stark']"
514,1,3,6,123,robb,Get your supper I want some time with him One time she told me the sky is blue because we live inside the eye of a blue-eyed giant named Macumber,"['Bran Stark', 'Old Nan', 'Robb Stark']"
515,1,3,6,124,bran,Maybe we do,"['Bran Stark', 'Old Nan', 'Robb Stark']"
516,1,3,6,125,robb,"How do you feel? You still dont remember anything? Ive seen you climb a thousand times In the wind, in the rain A thousand times You never fall","['Bran Stark', 'Old Nan', 'Robb Stark']"
517,1,3,6,126,bran,"I did though Its true, isnt it what Maester Luwin says about my legs? Id rather be dead","['Bran Stark', 'Old Nan', 'Robb Stark']"
518,1,3,6,127,robb,Dont ever say that,"['Bran Stark', 'Old Nan', 'Robb Stark']"
519,1,3,6,128,bran,Id rather be dead -,"['Bran Stark', 'Old Nan', 'Robb Stark']"
520,1,3,7,129,rodrick cassel,"Fewer eyes back here, my Lady But still too many","['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
521,1,3,7,130,catelyn,Its nine years since Ive set foot in the capital And no one knew who I was the last time I came either,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
522,1,3,7,131,rodrick cassel,My Lady,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
523,1,3,7,132,guard,"Welcome to Kings Landing, Lady Stark Would you mind following us?","['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
524,1,3,7,133,catelyn,I would Weve done nothing wrong,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
525,1,3,7,134,guard,Weve been instructed to escort you into the city,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
526,1,3,7,135,catelyn,"Instructed? I dont know whos providing your instructions, but.","['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
527,1,3,7,136,guard,"Follow me, Lady Stark","['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
528,1,3,7,137,littlefinger,Cat! Go on Go upstairs,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
529,1,3,7,138,catelyn,You little worm! You take me for some back-alley Sally you can drag into a,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
530,1,3,7,139,littlefinger,I meant no disrespect to you of all people,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
531,1,3,7,140,catelyn,How dare you bring me here! Have you lost your mind?,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
532,1,3,7,141,littlefinger,No one will come looking for you here Isnt that what like you wanted? Im truly sorry about the locale,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
533,1,3,7,142,catelyn,How did you know I was coming to Kings Landing?,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
534,1,3,7,143,littlefinger,A dear friend told me,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
535,1,3,7,144,varys,Lady Stark,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
536,1,3,7,145,catelyn,Lord,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
537,1,3,7,146,varys,To see you again after so many years is a blessing Your poor hands,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
538,1,3,7,147,catelyn,How did you know I was coming?,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
539,1,3,7,148,varys,"Knowledge is my trade, my Lady Did you bring the dagger with you, by any chance? My little birds are everywhere Even in the north They whisper to me the strangest stories Valyrian steel","['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
540,1,3,7,149,catelyn,Do you know whose dagger this is?,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
541,1,3,7,150,varys,I must admit I do not,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
542,1,3,7,151,littlefinger,"Well well, this is an historic day Something you dont know that I do Theres only one dagger like this in all of the Seven Kingdoms Its mine","['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
543,1,3,7,152,catelyn,Yours?,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
544,1,3,7,153,littlefinger,"At least it was, until the tournament on Prince Joffreys last nameday I bet on Ser Jaime in the jousting, as any sane man would When the Knight of the Flowers unseated him, I lost this dagger","['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
545,1,3,7,154,catelyn,To whom?,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
546,1,3,7,155,littlefinger,Tyrion Lannister The Imp -,"['Rodrik Cassel', 'Catelyn Stark', 'Petyr Baelish', 'Lord Varys']"
547,1,3,8,156,alliser thorne,"If that were a real sword, youd be dead Lord Snow here grew up in a castle spitting down on the likes of you Pyp Do you think Ned Starks bastard bleeds like the rest of us?","['Tyrion Lannister', 'Jeor Mormont', 'Alliser Thorne', 'Jon Snow', 'Pypar', 'Grenn', 'Rast']"
548,1,3,8,157,alliser thorne,Next,"['Tyrion Lannister', 'Jeor Mormont', 'Alliser Thorne', 'Jon Snow', 'Pypar', 'Grenn', 'Rast']"
549,1,3,8,158,alliser thorne,Next,"['Tyrion Lannister', 'Jeor Mormont', 'Alliser Thorne', 'Jon Snow', 'Pypar', 'Grenn', 'Rast']"
550,1,3,8,159,alliser thorne,"Lord Snow, it appears youre the least useless person here Go clean yourselves up Theres only so much I can stomach in a day","['Tyrion Lannister', 'Jeor Mormont', 'Alliser Thorne', 'Jon Snow', 'Pypar', 'Grenn', 'Rast']"
551,1,3,8,160,tyrion,A charming man,"['Tyrion Lannister', 'Jeor Mormont', 'Alliser Thorne', 'Jon Snow', 'Pypar', 'Grenn', 'Rast']"
552,1,3,8,161,jeor,I dont need him to be charming I need him to turn this bunch of thieves and runaways into men of the Nights Watch,"['Tyrion Lannister', 'Jeor Mormont', 'Alliser Thorne', 'Jon Snow', 'Pypar', 'Grenn', 'Rast']"
553,1,3,8,162,tyrion,"And hows that going, Commander Mormont?","['Tyrion Lannister', 'Jeor Mormont', 'Alliser Thorne', 'Jon Snow', 'Pypar', 'Grenn', 'Rast']"
554,1,3,8,163,jeor,Slowly A raven came for Ned Starks son,"['Tyrion Lannister', 'Jeor Mormont', 'Alliser Thorne', 'Jon Snow', 'Pypar', 'Grenn', 'Rast']"
555,1,3,8,164,tyrion,Good news or bad?,"['Tyrion Lannister', 'Jeor Mormont', 'Alliser Thorne', 'Jon Snow', 'Pypar', 'Grenn', 'Rast']"
556,1,3,9,165,grand maester pycelle,Lord Stark I meant to give you this earlier So forgetful these days A raven from Winterfell this morning,"['Eddard Stark', 'Grand Maester Pycelle', 'Petyr Baelish']"
557,1,3,9,166,littlefinger,Good news? Perhaps youd like to share it with your wife?,"['Eddard Stark', 'Grand Maester Pycelle', 'Petyr Baelish']"
558,1,3,9,167,ned,My wife is in Winterfell,"['Eddard Stark', 'Grand Maester Pycelle', 'Petyr Baelish']"
559,1,3,9,168,littlefinger,Is she?,"['Eddard Stark', 'Grand Maester Pycelle', 'Petyr Baelish']"
560,1,3,10,169,littlefinger,I thought that shed be safest in here One of several such establishments I own,"['Eddard Stark', 'Petyr Baelish', 'Catelyn Stark']"
561,1,3,10,170,ned,Youre a funny man A very funny man,"['Eddard Stark', 'Petyr Baelish', 'Catelyn Stark']"
562,1,3,10,171,catelyn,Ned,"['Eddard Stark', 'Petyr Baelish', 'Catelyn Stark']"
563,1,3,10,172,littlefinger,"The Starks Quick tempers, slow minds -","['Eddard Stark', 'Petyr Baelish', 'Catelyn Stark']"
564,1,3,11,173,grenn,"You broke my nose, bastard","['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
565,1,3,11,174,jon,Its an improvement,"['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
566,1,3,11,175,grenn,"If we threw you over the Wall, wonder how long itd take you to hit","['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
567,1,3,11,176,pyp,I wonder if theyd find you before the wolves did,"['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
568,1,3,11,177,grenn,"Whatre you looking at, halfman?","['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
569,1,3,11,178,tyrion,Im looking at you Youve got an interesting face Very distinctive faces All of you,"['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
570,1,3,11,179,rast,What do you care about our faces?,"['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
571,1,3,11,180,tyrion,"Its just I think they would look marvelous decorating spikes in Kings Landing Perhaps Ill write my sister, the Queen, about it","['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
572,1,3,11,181,grenn,"Well talk later, Lord Snow","['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
573,1,3,11,182,jon,Everybody knew what this place was and no one told me No one but you My father knew and left me to rot here at the Wall all the same,"['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
574,1,3,11,183,tyrion,Grenns father left him too Outside a farmhouse when he was three Pyp was caught stealing a wheel of cheese His little sister hadnt eaten in three days He was given a choice his right hand or the Wall Ive been asking the Lord Commander about them Fascinating stories,"['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
575,1,3,11,184,jon,They hate me because Im better than they are,"['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
576,1,3,11,185,tyrion,Its a lucky thing none of them were trained by a master-at-arms like your Ser Rodrik I dont imagine any of them have ever held a real sword before they came here Your brother Bran Hes woken up -,"['Jon Snow', 'Rast', 'Grenn', 'Pypar', 'Tyrion Lannister']"
577,1,3,12,186,catelyn,We have proof We have the blade,"['Petyr Baelish', 'Catelyn Stark', 'Eddard Stark']"
578,1,3,12,187,littlefinger,"Which Lord Tyrion will say was stolen from him The only man who could say otherwise has no throat, thanks to your boys wolf","['Petyr Baelish', 'Catelyn Stark', 'Eddard Stark']"
579,1,3,12,188,catelyn,Petyr has promised to help us find the truth Hes like a little brother to me He would never betray my trust,"['Petyr Baelish', 'Catelyn Stark', 'Eddard Stark']"
580,1,3,12,189,littlefinger,"Ill try to keep you alive, for her sake A fools task, admittedly, but Ive never been able to refuse your wife anything","['Petyr Baelish', 'Catelyn Stark', 'Eddard Stark']"
581,1,3,12,190,catelyn,I wont forget this Youre a true friend,"['Petyr Baelish', 'Catelyn Stark', 'Eddard Stark']"
582,1,3,12,191,littlefinger,Dont tell anyone I have a reputation to maintain -,"['Petyr Baelish', 'Catelyn Stark', 'Eddard Stark']"
583,1,3,13,192,cersei,How could you be so stupid?,"['Cersei Lannister', 'Jaime Lannister']"
584,1,3,13,193,jaime,Calm down,"['Cersei Lannister', 'Jaime Lannister']"
585,1,3,13,194,cersei,Hes a child 10 years old What were you thinking?,"['Cersei Lannister', 'Jaime Lannister']"
586,1,3,13,195,jaime,I was thinking of us Youre a bit late to start complaining about it now What has the boy told them?,"['Cersei Lannister', 'Jaime Lannister']"
587,1,3,13,196,cersei,Nothing Hes said nothing He remembers nothing,"['Cersei Lannister', 'Jaime Lannister']"
588,1,3,13,197,jaime,Then what are you raving about?,"['Cersei Lannister', 'Jaime Lannister']"
589,1,3,13,198,cersei,What if it comes back to him? If he tells his father what he saw.,"['Cersei Lannister', 'Jaime Lannister']"
590,1,3,13,199,jaime,Well say he was lying Well say he was dreaming Well say whatever we like I think we can outfox a 10-year-old,"['Cersei Lannister', 'Jaime Lannister']"
591,1,3,13,200,cersei,And my husband?,"['Cersei Lannister', 'Jaime Lannister']"
592,1,3,13,201,jaime,Ill go to war with him if I have to They can write a ballad about us The War for Cerseis Cunt,"['Cersei Lannister', 'Jaime Lannister']"
593,1,3,13,202,cersei,Let me go,"['Cersei Lannister', 'Jaime Lannister']"
594,1,3,13,203,jaime,Never,"['Cersei Lannister', 'Jaime Lannister']"
595,1,3,13,204,cersei,Let me go,"['Cersei Lannister', 'Jaime Lannister']"
596,1,3,13,205,jaime,"The boy wont talk And if he does, Ill kill him Him, Ned Stark, the King the whole bloody lot of them, until you and I are the only people left in this world -","['Cersei Lannister', 'Jaime Lannister']"
597,1,3,14,206,catelyn,I wish I could see the girls,"['Eddard Stark', 'Catelyn Stark', 'Rodrik Cassel', 'Jory Cassel']"
598,1,3,14,207,ned,Its too dangerous,"['Eddard Stark', 'Catelyn Stark', 'Rodrik Cassel', 'Jory Cassel']"
599,1,3,14,208,catelyn,Just for a moment,"['Eddard Stark', 'Catelyn Stark', 'Rodrik Cassel', 'Jory Cassel']"
600,1,3,14,209,ned,Until we know who our enemies are.,"['Eddard Stark', 'Catelyn Stark', 'Rodrik Cassel', 'Jory Cassel']"
601,1,3,14,210,catelyn,"I know they did it, Ned The Lannisters In my bones, I know it","['Eddard Stark', 'Catelyn Stark', 'Rodrik Cassel', 'Jory Cassel']"
602,1,3,14,211,ned,Littlefingers right I cant do anything without proof,"['Eddard Stark', 'Catelyn Stark', 'Rodrik Cassel', 'Jory Cassel']"
603,1,3,14,212,cersei,And if you find the proof?,"['Eddard Stark', 'Catelyn Stark', 'Rodrik Cassel', 'Jory Cassel']"
604,1,3,14,213,ned,"Then I bring it to Robert And hope hes still the man I once knew You watch yourself on the road, huh? That temper of yours is a dangerous thing","['Eddard Stark', 'Catelyn Stark', 'Rodrik Cassel', 'Jory Cassel']"
